key_resp_3.keys,key_resp_3.rt,slider.response,slider.rt,rjt_rating,rjt_RT,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider_2.response,slider_2.rt,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,AUT_resp,AUT_label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt
,,,,3,1.3544,,,,,,165,onion,rose,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.3544,0,74,74,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.5974,,,,,,143,pretzel,rose,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.5974,0,75,75,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.5819,,,,,,131,cactus,garden,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.5819,0,76,76,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.3732,,,,,,132,broom,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.3732,0,77,77,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.1256,,,,,,190,microwave,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.1256,0,78,78,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.5844,,,,,,167,carrot,garden,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.5844,0,79,79,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.2125,,,,,,103,pretzel,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.2125,0,80,80,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2.0642,,,,,,146,pretzel,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,2.0642,0,81,81,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.1937,,,,,,100,garden,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.1937,0,82,82,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.2958,,,,,,182,flower,refrigerator,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,1.2958,0,83,83,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.5357,,,,,,102,chocolate,refrigerator,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.5357,0,84,84,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.7419,,,,,,157,refrigerator,rose,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.7419,0,85,85,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.2196,,,,,,126,kitchen,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.2196,0,86,86,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.2077,,,,,,128,melon,microwave,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.2077,0,87,87,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.9763,,,,,,97,chocolate,kitchen,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.9763,0,88,88,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.4094,,,,,,172,kitchen,melon,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.4094,0,89,89,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.5028,,,,,,160,cookie,kitchen,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.5028,0,90,90,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.1643,,,,,,113,refrigerator,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,1.1643,0,91,91,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.4256,,,,,,123,cookie,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,1.4256,0,92,92,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.9579,,,,,,137,microwave,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,0.9579,0,93,93,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.9771,,,,,,158,cookie,oven,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.9771,0,94,94,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.4661,,,,,,154,strawberry,yogurt,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.4661,0,95,95,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.0111,,,,,,178,cactus,carrot,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.0111,0,96,96,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,2.7235,0,0,0,0,1,rancor,forbearance,ridicule,malice,bravery,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,4,2.6279,0,1,1,1,1,raucous,empty,quiet,smooth,harsh,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,4,2.7148,0,2,2,2,1,gargoyle,oil,medicine,carved waterspout,ugly building,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,1.6689,0,3,3,3,1,recrudesce,purify,renew activity,lack refinement,crush,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,1.2259,0,4,4,4,1,specious,"plausible, but not genuine",noteworthy,class or variety,roomy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,4,4.1126,0,5,5,5,1,bauble,bubble,showy plaything,idle talk,confusion,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,1.4937,0,6,6,6,1,prolific,scarce,producing abundantly,reckless,speaking profanely,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,1.3297,0,7,7,7,1,opulent,party,wealthy,happy frame of mind,semiprecious stone,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,0.948,0,8,8,8,1,coercion,conspiracy,strategy,restraint,attraction,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0041,0,9,9,9,1,hiatus,animal,calamity,dread,gap,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3136,0,10,10,10,1,germane,microbe,contagious,relevant,different,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0255,0,11,11,11,1,perfunctory,fundamental,formal,superficial,careful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,1.7104,0,12,12,12,1,diverge,reveal,chant,distract the attention of,differ or turn off from,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8849,0,13,13,13,1,evoke,take away,anger,connect,bring out,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,4,0.9854,0,14,14,14,1,pertinent,relevant,lying next to,necessary,bold,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,2.2788,0,15,15,15,1,holocaust,entirety,destruction,saintly,price,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,1.26,0,16,16,16,1,piquant,mellow,fish,pungent,cloth,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,0.968,0,17,17,17,1,firmament,foundation,heavens,strong,glue,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.8817,0,0,0,0,1,marketable,partisan,jocular,marriageable,salable,essential,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.9342,0,1,1,1,1,cottontail,squirrel,poplar,boa,marshy plant,rabbit,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.782,0,2,2,2,1,boggy,afraid,false,marshy,dense,black,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.1593,0,3,3,3,1,gruesomeness,blackness,falseness,vindictiveness,drunkenness,ghastliness,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0708,0,4,4,4,1,loathing,diffidence,laziness,abhorrence,cleverness,comfort,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.1587,0,5,5,5,1,bantam,fowl,ridicule,cripple,vegetable,ensign,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0558,0,6,6,6,1,evoke,wake up,surrender,reconnoiter,transcend,call forth,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.3072,0,7,7,7,1,unobtrusive,unintelligent,epileptic,illogical,lineal,modest,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.037,0,8,8,8,1,terrain,ice cream,final test,tractor,area of ground,weight,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.1627,0,9,9,9,1,capriciousness,stubbornness,courage,whimsicality,amazement,greediness,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.849,0,10,10,10,1,maelstrom,slander,whirlpool,enmity,armor,majolica,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.3794,0,11,11,11,1,tentative,critical,conclusive,authentic,provisional,apprehensive,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.5024,0,12,12,12,1,placate,rehabilitate,plagiarize,depredate,apprise,conciliate,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.5372,0,13,13,13,1,surcease,enlightenment,cessation,inattention,censor,substitution,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.4264,0,14,14,14,1,apathetic,wandering,impassive,hateful,prophetic,overflowing,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.3435,0,15,15,15,1,paternoster,paternalism,patricide,malediction,benediction,prayer,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0773,0,16,16,16,1,opalescence,opulence,senescence,bankruptcy,iridescence,assiduity,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.1074,0,17,17,17,1,lush,stupid,luxurious,hazy,putrid,languishing,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.2415,0,18,18,18,1,curtailment,expenditure,abandonment,abridgment,improvement,forgery,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5887,0,19,19,19,1,perversity,adversity,perviousness,travesty,waywardness,gentility,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.2799,0,20,20,20,1,calumnious,complimentary,analogous,slanderous,tempestuous,magnanimous,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.7612,0,21,21,21,1,illiberality,bigotry,imbecility,illegibility,cautery,immaturity,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.9487,0,22,22,22,1,clabber,rejoice,gossip,curdle,crow,hobble,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.5575,0,23,23,23,1,sedulousness,diligence,credulousness,seduction,perilousness,frankness,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hold, carry, fill",bucket,0,0,0,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fill,bucket,1,0,1,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carry,bucket,2,0,2,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,bucket,3,0,3,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,throw,bucket,4,0,4,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,bucket,5,0,5,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brim,bucket,6,0,6,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carry,bucket,7,0,7,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drop,bucket,8,0,8,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spill,bucket,9,0,9,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hoist,bucket,10,0,10,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,step,bucket,11,0,11,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,break,bucket,12,0,12,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sturdy,bucket,13,0,13,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stable,bucket,14,0,14,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toss,bucket,15,0,15,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collect,bucket,16,0,16,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contain,bucket,17,0,17,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handle,bucket,18,0,18,0,1,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,bucket
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soft,pillow,0,0,0,0,1,,,,,,
