key_resp_3.keys,key_resp_3.rt,slider_2.response,slider_2.rt,rjt_rating,rjt_RT,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider.response,slider.rt,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt,VF_response,VF_tag,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,trials_16.ran,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_17.ran,VFcond,open_slider.response,open_slider.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,OpenQ,Rev,OPEN_ORDER,key_resp_2.keys,key_resp_2.rt
,,,,8,0.2534,,,,,,78,cookie,rose,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2534,0,54,54,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2492,,,,,,192,microwave,microwave,CHECK,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2492,0,55,55,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.27,,,,,,75,cookie,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.27,0,56,56,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2527,,,,,,15,onion,oven,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2527,0,57,57,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2179,,,,,,3,cake,oven,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2179,0,58,58,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.1666,,,,,,47,onion,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.1666,0,59,59,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2044,,,,,,18,onion,refrigerator,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2044,0,60,60,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.1832,,,,,,82,cake,kitchen,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.1832,0,61,61,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.1551,,,,,,61,strawberry,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.1551,0,62,62,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.1662,,,,,,71,broom,rose,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.1662,0,63,63,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.149,,,,,,37,garden,refrigerator,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.149,0,64,64,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.1945,,,,,,29,chocolate,melon,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.1945,0,65,65,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.4031,,,,,,87,carrot,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.4031,0,66,66,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2273,,,,,,86,oven,rose,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2273,0,67,67,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.1363,,,,,,50,carrot,rose,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.1363,0,68,68,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2323,,,,,,10,flower,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2323,0,69,69,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.182,,,,,,63,cake,cookie,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.182,0,70,70,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,0.9225,,,,,,9,kitchen,refrigerator,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,2,0.9225,0,71,71,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,0.2048,,,,,,54,chocolate,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,2,0.2048,0,72,72,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,0.1431,,,,,,14,broom,cookie,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,2,0.1431,0,73,73,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,0.0898,,,,,,66,melon,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,2,0.0898,0,74,74,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,0.2198,,,,,,53,garden,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,2,0.2198,0,75,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.6643,,,,,,17,carrot,melon,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,2,1.6643,0,76,76,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,0.2864,,,,,,41,broom,cactus,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,2,0.2864,0,77,77,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,0.3595,,,,,,12,cookie,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,2,0.3595,0,78,78,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,0.2382,,,,,,23,flower,microwave,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,2,0.2382,0,79,79,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.2647,,,,,,67,flower,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,1.2647,0,80,80,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.6025,,,,,,45,onion,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.6025,0,81,81,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.1892,,,,,,91,microwave,rose,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.1892,0,82,82,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.2042,,,,,,48,flower,oven,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.2042,0,83,83,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.2028,,,,,,7,melon,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.2028,0,84,84,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.167,,,,,,33,oven,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.167,0,85,85,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.1554,,,,,,40,broom,cake,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.1554,0,86,86,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.1918,,,,,,28,cake,melon,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.1918,0,87,87,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.1708,,,,,,56,cactus,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.1708,0,88,88,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.1751,,,,,,83,broom,carrot,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.1751,0,89,89,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.172,,,,,,89,chocolate,rose,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.172,0,90,90,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.192,,,,,,20,rose,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.192,0,91,91,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.1868,,,,,,76,garden,rose,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.1868,0,92,92,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.1868,,,,,,74,broom,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.1868,0,93,93,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.17,,,,,,65,broom,garden,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.17,0,94,94,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.1983,,,,,,51,onion,strawberry,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.1983,0,95,95,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.1864,,,,,,68,flower,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.1864,0,96,96,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,3.9562,0,0,0,0,1,rancor,forbearance,ridicule,malice,bravery,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,1,2.8509,0,1,1,1,1,raucous,empty,quiet,smooth,harsh,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,1,5.7736,0,2,2,2,1,gargoyle,oil,medicine,carved waterspout,ugly building,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,recrudesce,purify,renew activity,lack refinement,crush,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,specious,"plausible, but not genuine",noteworthy,class or variety,roomy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,1.5372,0,5,5,5,1,bauble,bubble,showy plaything,idle talk,confusion,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,0.022,0,6,6,6,1,prolific,scarce,producing abundantly,reckless,speaking profanely,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,opulent,party,wealthy,happy frame of mind,semiprecious stone,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3224,0,8,8,8,1,coercion,conspiracy,strategy,restraint,attraction,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2548,0,9,9,9,1,hiatus,animal,calamity,dread,gap,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2098,0,10,10,10,1,germane,microbe,contagious,relevant,different,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,0.1719,0,11,11,11,1,perfunctory,fundamental,formal,superficial,careful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,0.1621,0,12,12,12,1,diverge,reveal,chant,distract the attention of,differ or turn off from,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,3,1.1375,0,13,13,13,1,evoke,take away,anger,connect,bring out,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,pertinent,relevant,lying next to,necessary,bold,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,1.2604,0,15,15,15,1,holocaust,entirety,destruction,saintly,price,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5325,0,16,16,16,1,piquant,mellow,fish,pungent,cloth,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,3,1.1384,0,17,17,17,1,firmament,foundation,heavens,strong,glue,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.8387,0,0,0,0,1,marketable,partisan,jocular,marriageable,salable,essential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0864,0,1,1,1,1,cottontail,squirrel,poplar,boa,marshy plant,rabbit,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0123,0,2,2,2,1,boggy,afraid,false,marshy,dense,black,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5561,0,3,3,3,1,gruesomeness,blackness,falseness,vindictiveness,drunkenness,ghastliness,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3136,0,4,4,4,1,loathing,diffidence,laziness,abhorrence,cleverness,comfort,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2367,0,5,5,5,1,bantam,fowl,ridicule,cripple,vegetable,ensign,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.213,0,6,6,6,1,evoke,wake up,surrender,reconnoiter,transcend,call forth,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2159,0,7,7,7,1,unobtrusive,unintelligent,epileptic,illogical,lineal,modest,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2033,0,8,8,8,1,terrain,ice cream,final test,tractor,area of ground,weight,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3059,0,9,9,9,1,capriciousness,stubbornness,courage,whimsicality,amazement,greediness,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0107,0,10,10,10,1,maelstrom,slander,whirlpool,enmity,armor,majolica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2801,0,11,11,11,1,tentative,critical,conclusive,authentic,provisional,apprehensive,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.224,0,12,12,12,1,placate,rehabilitate,plagiarize,depredate,apprise,conciliate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6722,0,13,13,13,1,surcease,enlightenment,cessation,inattention,censor,substitution,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,apathetic,wandering,impassive,hateful,prophetic,overflowing,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
